application_number,brand_name,generic_name,company,approval_year,submission_class
NDA206947,LENVIMA,LENVATINIB,Eisai Inc.,2015,Type 1 - New Molecular Entity
NDA206192,COTELLIC,COBIMETINIB,"Genentech, Inc.",2015,Type 1 - New Molecular Entity
NDA208462,NINLARO,IXAZOMIB,"Takeda Pharmaceuticals America, Inc.",2015,Type 1 - New Molecular Entity
NDA207925,KALYDECO,IVACAFTOR,Vertex Pharmaceuticals Incorporated,2015,Type 3 - New Dosage Form
NDA207233,N/A,N/A,N/A,2015,Type 3 - New Dosage Form
BLA125561,KANUMA,SEBELIPASE ALFA,"Alexion Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
NDA207947,UPTRAVI,SELEXIPAG,"Actelion Pharmaceuticals US, Inc.",2015,Type 1 - New Molecular Entity
NDA208147,DYANAVEL XR,AMPHETAMINE,"NextWave Pharmaceuticals, Inc",2015,Type 3 - New Dosage Form
BLA125504,COSENTYX,SECUKINUMAB,Novartis Pharmaceuticals Corporation,2015,Type 1 - New Molecular Entity
NDA208411,NARCAN,NALOXONE HYDROCHLORIDE NASAL,Emergent Devices Inc.,2015,Type 3 - New Dosage Form
NDA207589,ENSTILAR,CALCIPOTRIENE AND BETAMETHASONE DIPROPIONATE,LEO Pharma Inc.,2015,Type 3 - New Dosage Form
NDA205003,N/A,N/A,N/A,2015,Type 4 - New Combination
NDA205750,CHOLBAM,CHOLIC ACID,Mirum Pharmaceuticals Inc.,2015,Type 1 - New Molecular Entity
BLA203313,N/A,N/A,N/A,2015,Type 4 - New Combination
BLA761035,EMPLICITI,ELOTUZUMAB,"E.R. Squibb & Sons, L.L.C.",2015,Type 1 - New Molecular Entity
BLA761025,PRAXBIND,IDARUCIZUMAB,"Boehringer Ingelheim Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
NDA206510,N/A,N/A,N/A,2015,Type 4 - New Combination
NDA207620,ENTRESTO,SACUBITRIL AND VALSARTAN,Novartis Pharmaceuticals Corporation,2015,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA203952,DUOPA,CARBIDOPA AND LEVODOPA,AbbVie Inc.,2015,Type 3 - New Dosage Form
BLA125559,PRALUENT,ALIROCUMAB,"Regeneron Pharmaceuticals, Inc.",2015,Type 1 - New Molecular Entity
BLA761036,DARZALEX,DARATUMUMAB,"Janssen Biotech, Inc.",2015,Type 1 - New Molecular Entity
NDA200671,N/A,N/A,N/A,2015,Type 3 - New Dosage Form
NDA206073,GLYXAMBI,EMPAGLIFLOZIN AND LINAGLIPTIN,"Boehringer Ingelheim Pharmaceuticals, Inc.",2015,Type 4 - New Combination
NDA206940,VIBERZI,ELUXADOLINE,"Allergan, Inc.",2015,Type 1 - New Molecular Entity
NDA206843,N/A,N/A,N/A,2015,Type 1 - New Molecular Entity
NDA208658,SYNJARDY XR,"EMPAGLIFLOZIN, METFORMIN HYDROCHLORIDE","Boehringer Ingelheim Pharmaceuticals, Inc.",2016,Type 3 - New Dosage Form
NDA205836,BRIVIACT,BRIVARACETAM,"UCB, Inc.",2016,Type 1 - New Molecular Entity
NDA208079,SERNIVO,BETAMETHASONE DIPROPIONATE,"Primus Pharmaceuticals, Inc.",2016,Type 3 - New Dosage Form
BLA761044,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",2016,Type 3 - New Dosage Form
NDA207621,N/A,N/A,N/A,2016,Type 3 - New Dosage Form and Type 4 - New Combination
NDA208277,FYCOMPA,PERAMPANEL,Eisai Inc.,2016,Type 3 - New Dosage Form
BLA208583,XULTOPHY 100/3.6,INSULIN DEGLUDEC AND LIRAGLUTIDE,Novo Nordisk,2016,Type 4 - New Combination
BLA761029,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA206030,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA208551,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA203324,PHOTREXA CROSS-LINKING KIT,RIBOFLAVIN 5-PHOSPHATE OPHTHALMIC,Glaukos Corporation,2016,Type 3 - New Dosage Form
NDA208114,DEFITELIO,DEFIBROTIDE SODIUM,"Jazz Pharmaceuticals, Inc.",2016,Type 1 - New Molecular Entity
NDA208073,XIIDRA,LIFITEGRAST,Novartis Pharmaceuticals Corporation,2016,Type 1 - New Molecular Entity
NDA208026,JENTADUETO XR,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,"Boehringer Ingelheim Pharmaceuticals, Inc.",2016,Type 4 - New Combination
NDA208081,AMELUZ,AMINOLEVULINIC ACID HYDROCHLORIDE,Biofrontera Inc.,2016,Type 3 - New Dosage Form
NDA206099,ONZETRA XSAIL,SUMATRIPTAN SUCCINATE,Currax Pharmaceuticals LLC,2016,Type 3 - New Dosage Form
NDA204553,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA207318,NUPLAZID,PIMAVANSERIN TARTRATE,Acadia Pharmaceuticals Inc.,2016,Type 1 - New Molecular Entity
NDA208341,EPCLUSA,VELPATASVIR AND SOFOSBUVIR,"Gilead Sciences, Inc.",2016,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA125544,INFLECTRA,INFLIXIMAB-DYYB,Pfizer Laboratories Div Pfizer Inc,2016,Type 2 - New Active Ingredient
NDA208271,RELISTOR,METHYLNALTREXONE BROMIDE,"Salix Pharmaceuticals, Inc.",2016,Type 3 - New Dosage Form
NDA209531,SPINRAZA,NUSINERSEN,Biogen Inc.,2016,Type 1 - New Molecular Entity
BLA761046,ZINPLAVA,BEZLOTOXUMAB,Merck Sharp & Dohme LLC,2016,Type 1 - New Molecular Entity
NDA208056,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA206679,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA206302,N/A,N/A,N/A,2016,Type 4 - New Combination
NDA206977,TIROSINT SOL,LEVOTHYROXINE SODIUM,IBSA Pharma Inc.,2016,Type 3 - New Dosage Form
NDA208351,ODEFSEY,"EMTRICITABINE, RILPIVIRINE HYDROCHLORIDE, AND TENOFOVIR ALAFENAMIDE","Gilead Sciences, Inc.",2016,Type 4 - New Combination
NDA205838,BRIVIACT,BRIVARACETAM,"UCB, Inc.",2016,Type 3 - New Dosage Form
NDA208032,N/A,N/A,N/A,2016,Type 4 - New Combination
BLA125509,ANTHIM,OBILTOXAXIMAB,"Elusys Therapeutics, Inc.",2016,Type 1 - New Molecular Entity
NDA205525,DRONABINOL,DRONABINOL,"Wellhouse Pharma, LLC",2016,Type 3 - New Dosage Form
BLA208673,SOLIQUA 100/33,INSULIN GLARGINE AND LIXISENATIDE,Sanofi-Aventis U.S. LLC,2016,Type 4 - New Combination
NDA204442,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
BLA125521,TALTZ,IXEKIZUMAB,Eli Lilly and Company,2016,Type 1 - New Molecular Entity
NDA205879,INVOKAMET XR,CANAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,"Janssen Pharmaceuticals, Inc.",2016,Type 4 - New Combination
BLA208471,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA208401,QBRELIS,LISINOPRIL,"Azurity Pharmaceuticals, Inc.",2016,Type 3 - New Dosage Form
NDA207999,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA207695,EUCRISA,CRISABOROLE,Pfizer Laboratories Div Pfizer Inc,2016,Type 1 - New Molecular Entity
NDA207648,SMOFLIPID,SMOFLIPID,"Fresenius Kabi USA, LLC",2016,Type 4 - New Combination
NDA208215,DESCOVY,EMTRICITABINE AND TENOFOVIR ALAFENAMIDE,"Gilead Sciences, Inc.",2016,Type 4 - New Combination
BLA761038,N/A,N/A,N/A,2016,Type 1 - New Molecular Entity
NDA209115,RUBRACA,RUCAPARIB,pharmaand GmbH,2016,Type 1 - New Molecular Entity
BLA761034,TECENTRIQ,ATEZOLIZUMAB,"Genentech, Inc.",2016,Type 1 - New Molecular Entity
NDA208294,BEVESPI AEROSPHERE,GLYCOPYRROLATE AND FORMOTEROL FUMARATE,AstraZeneca Pharmaceuticals LP,2016,Type 4 - New Combination
NDA205837,BRIVIACT,BRIVARACETAM,"UCB, Inc.",2016,Type 3 - New Dosage Form
BLA761033,CINQAIR,RESLIZUMAB,"Teva Respiratory, LLC",2016,Type 1 - New Molecular Entity
NDA208424,N/A,N/A,N/A,2016,Type 3 - New Dosage Form
NDA206488,EXONDYS 51,ETEPLIRSEN,"Sarepta Therapeutics, Inc.",2016,Type 1 - New Molecular Entity
NDA208692,CABOMETYX,CABOZANTINIB,"Exelixis, Inc.",2016,Type 3 - New Dosage Form
NDA208054,AXUMIN,FLUCICLOVINE F-18,Blue Earth Diagnostics,2016,Type 1 - New Molecular Entity
NDA208573,VENCLEXTA,VENETOCLAX,AbbVie Inc.,2016,Type 1 - New Molecular Entity
NDA206356,ORFADIN,NITISINONE,Swedish Orphan Biovitrum AB (publ),2016,Type 3 - New Dosage Form
NDA208547,NETSPOT,68GA-DOTATATE,"Advanced Accelerator Applications USA, Inc",2016,Type 1 - New Molecular Entity
BLA761060,MYLOTARG,GEMTUZUMAB OZOGAMICIN,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2017,Type 4 - New Combination
NDA209637,OZEMPIC,SEMAGLUTIDE,"Novo Nordisk Pharmaceutical Industries, LP",2017,Type 1 - New Molecular Entity
NDA208383,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA207145,XADAGO,SAFINAMIDE MESYLATE,"MDD US Operations LLC, a subsidiary of Supernus Pharmaceuticals, Inc.",2017,Type 1 - New Molecular Entity
BLA761069,IMFINZI,DURVALUMAB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
BLA761058,ADALIMUMAB-ADBM,ADALIMUMAB-ADBM,QUALLENT PHARMACEUTICALS HEALTH LLC,2017,Type 2 - New Active Ingredient
BLA761053,OCREVUS,OCRELIZUMAB,"Genentech, Inc.",2017,Type 1 - New Molecular Entity
NDA209360,GIAPREZA,ANGIOTENSIN II,La Jolla Pharmaceutical Company,2017,Type 1 - New Molecular Entity
BLA761083,HEMLIBRA,EMICIZUMAB,"Genentech, Inc.",2017,Type 1 - New Molecular Entity
NDA208582,ALTAFLUOR,FLUORESCEIN SODIUM AND BENOXINATE HYDROCHLORIDE,Altaire Pharmaceuticals Inc.,2017,Type 4 - New Combination
BLA761061,TREMFYA,GUSELKUMAB,"Janssen Biotech, Inc.",2017,Type 1 - New Molecular Entity
NDA208944,GOCOVRI,AMANTADINE,"Adamas Pharma, LLC",2017,Type 3 - New Dosage Form
NDA205598,MACRILEN,MACIMORELIN ACETATE,Aeterna Zentaris GmbH,2017,Type 1 - New Molecular Entity
NDA208400,XATMEP,METHOTREXATE,"Azurity Pharmaceuticals, Inc.",2017,Type 3 - New Dosage Form
BLA761049,BAVENCIO,AVELUMAB,"EMD Serono, Inc.",2017,Type 1 - New Molecular Entity
BLA761052,BRINEURA,CERLIPONASE ALFA,BioMarin Pharmaceutical Inc.,2017,Type 1 - New Molecular Entity
NDA208379,ZYPITAMAG,PITAVASTATIN MAGNESIUM,Medicure International Inc,2017,Type 2 - New Active Ingredient
NDA204325,N/A,N/A,N/A,2017,Type 3 - New Dosage Form
NDA022018,N/A,N/A,N/A,2017,Type 4 - New Combination
NDA208399,N/A,N/A,N/A,2017,Type 3 - New Dosage Form
NDA208745,TRULANCE IMMEDIATE RELEASE,PLECANATIDE,Salix Pharmaceuticals Inc.,2017,Type 1 - New Molecular Entity
BLA761055,DUPIXENT,DUPILUMAB,Sanofi-Aventis U.S. LLC,2017,Type 1 - New Molecular Entity
NDA207795,VYZULTA,LATANOPROSTENE BUNOD,Bausch & Lomb Incorporated,2017,Type 1 - New Molecular Entity
BLA761070,FASENRA,BENRALIZUMAB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
NDA208945,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA209806,SEGLUROMET,ERTUGLIFLOZIN AND METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,2017,Type 4 - New Combination
NDA209363,SOLOSEC,SECNIDAZOLE,Evofem Inc.,2017,Type 1 - New Molecular Entity
NDA209310,SINUVA,MOMETASONE FUROATE,"Intersect ENT, Inc.",2017,Type 3 - New Dosage Form
NDA209296,CINVANTI,APREPITANT,"Heron Therapeutics, Inc.",2017,Type 3 - New Dosage Form
NDA208558,LYNPARZA,OLAPARIB,AstraZeneca Pharmaceuticals LP,2017,Type 3 - New Dosage Form
NDA205489,COTEMPLA XR-ODT,METHYLPHENIDATE,"Neos Therapeutics Brands, LLC",2017,Type 3 - New Dosage Form
NDA209092,KISQALI,RIBOCICLIB,Novartis Pharmaceuticals Corporation,2017,Type 1 - New Molecular Entity
NDA208743,TYMLOS,ABALOPARATIDE,"Radius Health, Inc.",2017,Type 1 - New Molecular Entity
NDA209805,STEGLUJAN,ERTUGLIFLOZIN AND SITAGLIPTIN,Merck Sharp & Dohme LLC,2017,Type 4 - New Combination
NDA022063,MYDAYIS,"DEXTROAMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, AND AMPHETAMINE SULFATE","Takeda Pharmaceuticals America, Inc.",2017,Type 3 - New Dosage Form
NDA209803,STEGLATRO,ERTUGLIFLOZIN,Merck Sharp & Dohme LLC,2017,Type 1 - New Molecular Entity
NDA208794,XERMELO,TELOTRISTAT ETHYL,"Lexicon Pharmaceuticals, Inc.",2017,Type 1 - New Molecular Entity
NDA210192,JULUCA,DOLUTEGRAVIR SODIUM AND RILPIVIRINE HYDROCHLORIDE,ViiV Healthcare Company,2017,Type 4 - New Combination
NDA209210,N/A,N/A,N/A,2017,Type 3 - New Dosage Form
NDA207975,N/A,N/A,N/A,2017,Type 3 - New Dosage Form
NDA208694,ZERVIATE,CETIRIZINE,"Harrow Eye, LLC",2017,Type 3 - New Dosage Form
NDA208684,EMFLAZA,DEFLAZACORT,"PTC Therapeutics, Inc.",2017,Type 1 - New Molecular Entity
NDA209478,SPIRONOLACTONE,SPIRONOLACTONE,Padagis US LLC,2017,Type 3 - New Dosage Form
NDA209589,CLENPIQ,"SODIUM PICOSULFATE, MAGNESIUM OXIDE, AND ANHYDROUS CITRIC ACID",Ferring Pharmaceuticals Inc.,2017,Type 3 - New Dosage Form
NDA209241,INGREZZA,VALBENAZINE,"Neurocrine Biosciences, Inc.",2017,Type 1 - New Molecular Entity
NDA208854,SYMPROIC,NALDEMEDINE,BioDelivery Sciences International Inc,2017,Type 1 - New Molecular Entity
NDA209940,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,2017,Type 3 - New Dosage Form
NDA209936,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA208772,ALUNBRIG,BRIGATINIB,"Takeda Pharmaceuticals America, Inc.",2017,Type 1 - New Molecular Entity
NDA209875,N/A,N/A,N/A,2017,Type 2 - New Active Ingredient
NDA209512,NORVIR,RITONAVIR,AbbVie Inc.,2017,Type 3 - New Dosage Form
NDA209195,VOSEVI,"SOFOSBUVIR, VELPATASVIR, AND VOXILAPREVIR","Gilead Sciences, Inc.",2017,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA209091,N/A,N/A,N/A,2017,Type 4 - New Combination
NDA208716,VERZENIO,ABEMACICLIB,Eli Lilly and Company,2017,Type 1 - New Molecular Entity
NDA209401,VYXEOS,(DAUNORUBICIN AND CYTARABINE) LIPOSOME,"Jazz Pharmaceuticals, Inc.",2017,Type 4 - New Combination
NDA208799,FLUTICASONE PROPIONATE AND SALMETEROL,FLUTICASONE PROPIONATE AND SALMETEROL,"Teva Pharmaceuticals USA, Inc.",2017,Type 4 - New Combination
NDA209176,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
BLA761037,KEVZARA,SARILUMAB,Sanofi-Aventis U.S. LLC,2017,Type 1 - New Molecular Entity
NDA208437,N/A,N/A,N/A,2017,Type 3 - New Dosage Form and Type 4 - New Combination
NDA208051,NERLYNX,NERATINIB,"Puma Biotechnology, Inc.",2017,Type 1 - New Molecular Entity
NDA209939,PREVYMIS,LETERMOVIR,Merck Sharp & Dohme LLC,2017,Type 1 - New Molecular Entity
NDA208082,AUSTEDO,DEUTETRABENAZINE,"Teva Neuroscience, Inc.",2017,Type 1 - New Molecular Entity
NDA208843,SIKLOS,HYDROXYUREA,Medunik,2017,Type 3 - New Dosage Form
NDA209776,VABOMERE,MEROPENEM-VABORBACTAM,"Melinta Therapeutics, LLC",2017,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA209819,SUBLOCADE,BUPRENORPHINE,Indivior Inc.,2017,Type 3 - New Dosage Form
NDA210259,CALQUENCE,ACALABRUTINIB,AstraZeneca Pharmaceuticals LP,2017,Type 1 - New Molecular Entity
NDA209935,KISQALI FEMARA CO-PACK,LETROZOLE AND RIBOCICLIB,Novartis Pharmaceuticals Corporation,2017,Type 4 - New Combination
NDA208552,RHOFADE,OXYMETAZOLINE HYDROCHLORIDE,"EPI Health, LLC",2017,Type 10 - New Indication Submitted as Distinct NDA - Not Consolidated
NDA208510,VYVANSE,LISDEXAMFETAMINE DIMESYLATE,"Takeda Pharmaceuticals America, Inc.",2017,Type 3 - New Dosage Form
NDA208780,ESBRIET,PIRFENIDONE,"Genentech, Inc.",2017,Type 3 - New Dosage Form
BLA761047,MEPSEVII,VESTRONIDASE ALFA,Ultragenyx Pharmaceutical Inc.,2017,Type 1 - New Molecular Entity
NDA209203,N/A,N/A,N/A,2017,Type 4 - New Combination
NDA207997,RYDAPT,RYDAPT,Novartis Pharmaceuticals Corporation,2017,Type 1 - New Molecular Entity
NDA209606,IDHIFA,ENASIDENIB MESYLATE,Celgene Corporation,2017,Type 1 - New Molecular Entity
NDA207202,N/A,N/A,N/A,2017,Type 4 - New Combination
NDA209394,MAVYRET,GLECAPREVIR AND PIBRENTASVIR,AbbVie Inc.,2017,Type 1 - New Molecular Entity and Type 4 - New Combination
BLA761032,SILIQ,BRODALUMAB,Bausch Health US LLC,2017,Type 1 - New Molecular Entity
BLA761040,BESPONSA,INOTUZUMAB OZOGAMICIN,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",2017,Type 1 - New Molecular Entity
NDA208325,PARSABIV,ETELCALCETIDE,"Amgen, Inc",2017,Type 1 - New Molecular Entity
NDA208447,N/A,N/A,N/A,2017,Type 1 - New Molecular Entity
NDA209400,BERKLEY AND JENSEN OMEPRAZOLE,OMEPRAZOLE,BJWC,2017,Type 3 - New Dosage Form
NDA208685,EMFLAZA,DEFLAZACORT,"PTC Therapeutics, Inc.",2017,Type 1 - New Molecular Entity
NDA209570,BENZNIDAZOLE,BENZNIDAZOLE,"Exeltis USA, Inc.",2017,Type 1 - New Molecular Entity
BLA761043,BENLYSTA,BELIMUMAB,GlaxoSmithKline LLC,2017,Type 3 - New Dosage Form
NDA209299,TAVALISSE,FOSTAMATINIB,"Rigel Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210238,DOPTELET,AVATROMBOPAG MALEATE,"AkaRx, Inc.",2018,Type 1 - New Molecular Entity
NDA208078,FIRDAPSE,AMIFAMPRIDINE PHOSPHATE,"Catalyst Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA206709,DIACOMIT,STIRIPENTOL,"BIOCODEX, INC.",2018,Type 1 - New Molecular Entity
NDA022142,SYMFI,"EFAVIRENZ, LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE",Viatris Specialty LLC,2018,Type 4 - New Combination
BLA761071,ADALIMUMAB,ADALIMUMAB-ADAZ,Sandoz Inc,2018,Type 2 - New Active Ingredient
NDA210132,BIJUVA,ESTRADIOL AND PROGESTERONE,Mayne Pharma,2018,Type 4 - New Combination
NDA210498,MEKTOVI,BINIMETINIB,Array BioPharma Inc.,2018,Type 1 - New Molecular Entity
NDA210045,N/A,N/A,N/A,2018,Type 4 - New Combination
NDA210910,N/A,N/A,N/A,2018,Type 1 - New Molecular Entity
NDA210303,ZEMDRI (PLAZOMICIN),PLAZOMICIN,Cipla Therapeutics Inc.,2018,Type 1 - New Molecular Entity
NDA210833,SYMPAZAN,CLOBAZAM,Aquestive Therapeutics,2018,Type 3 - New Dosage Form
NDA209817,NUZYRA,OMADACYCLINE,"Paratek Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210807,DELSTRIGO,"DORAVIRINE, LAMIVUDINE, AND TENOFOVIR DISOPROXIL FUMARATE",Merck Sharp & Dohme LLC,2018,Type 4 - New Combination
NDA211358,ORKAMBI,LUMACAFTOR AND IVACAFTOR,Vertex Pharmaceuticals Incorporated,2018,Type 3 - New Dosage Form
NDA211226,KHAPZORY,LEVOLEUCOVORIN,Acrotech Biopharma Inc,2018,Type 2 - New Active Ingredient
NDA206976,LICART,DICLOFENAC EPOLAMINE,IBSA Pharma Inc.,2018,Type 3 - New Dosage Form and Type 4 - New Combination
NDA022141,CIMDUO,LAMIVUDINE AND TENOFOVIR DISOPROXIL FUMARATE,Viatris Specialty LLC,2018,Type 4 - New Combination
BLA761065,TROGARZO,IBALIZUMAB,Theratechnologies Inc.,2018,Type 1 - New Molecular Entity
NDA209627,ANNOVERA,SEGESTERONE ACETATE AND ETHINYL ESTRADIOL,Mayne Pharma,2018,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA208313,N/A,N/A,N/A,2018,Type 3 - New Dosage Form
NDA210589,OMEGAVEN,FISH OIL,"Fresenius Kabi USA, LLC",2018,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA210867,MOXIDECTIN,MOXIDECTIN,Medicines Development for Global Health,2018,Type 1 - New Molecular Entity
BLA761067,ILUMYA,TILDRAKIZUMAB-ASMN,"Sun Pharmaceutical Industries, Inc.",2018,Type 1 - New Molecular Entity
NDA205626,N/A,N/A,N/A,2018,Type 4 - New Combination
NDA210793,NUPLAZID,PIMAVANSERIN TARTRATE,Acadia Pharmaceuticals Inc.,2018,Type 3 - New Dosage Form
NDA210923,MULPLETA,LUSUTROMBOPAG,Eddingpharm (U. S. ) Inc.,2018,Type 1 - New Molecular Entity
NDA210655,PERSERIS,RISPERIDONE,Indivior Inc.,2018,Type 3 - New Dosage Form
BLA761068,CRYSVITA,BUROSUMAB,"Kyowa Kirin, Inc.",2018,Type 1 - New Molecular Entity
NDA209863,XYOSTED,TESTOSTERONE ENANTHATE,"Antares Pharma, Inc.",2018,Type 3 - New Dosage Form
NDA210861,VITRAKVI,LAROTRECTINIB,"Loxo Oncology, Inc.",2018,Type 1 - New Molecular Entity
BLA761063,EMGALITY,GALCANEZUMAB-GNLM,Eli Lilly and Company,2018,Type 1 - New Molecular Entity
BLA761089,AJOVY,FREMANEZUMAB-VFRM,"Teva Pharmaceuticals USA, Inc.",2018,Type 1 - New Molecular Entity
NDA210450,ORILISSA,ELAGOLIX,AbbVie Inc.,2018,Type 1 - New Molecular Entity
NDA210598,YUPELRI,REVEFENACIN,Viatris Specialty LLC,2018,Type 1 - New Molecular Entity
NDA209229,LUCEMYRA,LOFEXIDINE HYDROCHLORIDE,"USWM, LLC",2018,Type 1 - New Molecular Entity
NDA207223,DIACOMIT,STIRIPENTOL,"BIOCODEX, INC.",2018,Type 3 - New Dosage Form
NDA211210,N/A,N/A,N/A,2018,Type 3 - New Dosage Form
NDA211172,N/A,N/A,N/A,2018,Type 1 - New Molecular Entity
NDA210922,ONPATTRO,PATISIRAN,"Alnylam Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
BLA761092,REVCOVI,ELAPEGADEMASE-LVLR,"Chiesi USA, Inc.",2018,Type 1 - New Molecular Entity
NDA207356,ARIKAYCE,AMIKACIN,Insmed Incorporated,2018,Type 3 - New Dosage Form
NDA206185,XELPROS,LATANOPROST,"Sun Pharmaceutical Industries, Inc.",2018,Type 3 - New Dosage Form
NDA211109,XERAVA,ERAVACYCLINE,"Tetraphase Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA210868,LORBRENA,LORLATINIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
NDA209521,SEYSARA,SARECYCLINE HYDROCHLORIDE,"Almirall, LLC",2018,Type 1 - New Molecular Entity
NDA210115,PROGRAF,TACROLIMUS,"Astellas Pharma US, Inc.",2018,Type 3 - New Dosage Form
NDA210795,KRINTAFEL,TAFENOQUINE SUCCINATE,GlaxoSmithKline LLC,2018,Type 1 - New Molecular Entity
NDA210656,DAURISMO,GLASDEGIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
NDA209566,N/A,N/A,N/A,2018,Type 10 - New Indication Submitted as Distinct NDA - Not Consolidated
NDA204441,JYNARQUE,TOLVAPTAN,"Otsuka America Pharmaceutical, Inc.",2018,Type 10 - New Indication Submitted as Distinct NDA - Not Consolidated
NDA210563,IMBRUVICA,IBRUTINIB,Pharmacyclics LLC,2018,Type 3 - New Dosage Form
NDA208085,N/A,N/A,N/A,2018,Type 3 - New Dosage Form and Type 4 - New Combination
NDA210166,MOTEGRITY,PRUCALOPRIDE,"Takeda Pharmaceuticals America, Inc.",2018,Type 1 - New Molecular Entity
NDA209184,INBRIJA,LEVODOPA,"Merz Pharmaceuticals, LLC",2018,Type 3 - New Dosage Form
BLA761080,NIVESTYM,FILGRASTIM-AAFI,Pfizer Laboratories Div Pfizer Inc,2018,Type 2 - New Active Ingredient
NDA210854,XOFLUZA,BALOXAVIR MARBOXIL,"Genentech, Inc.",2018,Type 1 - New Molecular Entity
NDA209080,TIGLUTIK,RILUZOLE,"EDW PHARMA, INC",2018,Type 3 - New Dosage Form
NDA210251,BIKTARVY,"BICTEGRAVIR SODIUM, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE FUMARATE","Gilead Sciences, Inc.",2018,Type 1 - New Molecular Entity and Type 4 - New Combination
NDA209128,DSUVIA,SUFENTANIL,"AcelRx Pharmaceuticals, Inc.",2018,Type 3 - New Dosage Form
NDA210428,KAPSPARGO,METOPROLOL SUCCINATE,"Sun Pharmaceutical Industries, Inc.",2018,Type 3 - New Dosage Form
NDA211651,TALZENNA,TALAZOPARIB,Pfizer Laboratories Div Pfizer Inc,2018,Type 1 - New Molecular Entity
NDA207924,OLUMIANT,BARICITINIB,Eli Lilly and Company,2018,Type 1 - New Molecular Entity
NDA208653,APADAZ,BENZHYDROCODONE AND ACETAMINOPHEN,"Zevra Therapeutics, Inc.",2018,Type 4 - New Combination
NDA209381,PLENVU,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE, ASCORBIC ACID, SODIUM ASCORBATE","Salix Pharmaceuticals, Inc",2018,Type 2 - New Active Ingredient
NDA210566,N/A,N/A,N/A,2018,Type 3 - New Dosage Form and Type 4 - New Combination
NDA209311,JORNAY PM EXTENDED-RELEASE,METHYLPHENIDATE HYDROCHLORIDE,Ironshore Pharmaceuticals Inc.,2018,Type 3 - New Dosage Form
NDA209816,NUZYRA,OMADACYCLINE,"Paratek Pharmaceuticals, Inc.",2018,Type 1 - New Molecular Entity
NDA211349,XOSPATA,GILTERITINIB,"Astellas Pharma US, Inc.",2018,Type 1 - New Molecular Entity
NDA208700,LUTATHERA,LUTETIUM LU 177 DOTATATE,"Advanced Accelerator Applications USA, Inc",2018,Type 1 - New Molecular Entity
NDA207078,LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,AstraZeneca Pharmaceuticals LP,2018,Type 1 - New Molecular Entity
NDA210491,SYMDEKO,TEZACAFTOR AND IVACAFTOR,Vertex Pharmaceuticals Incorporated,2018,Type 1 - New Molecular Entity and Type 4 - New Combination
